Clock_rate=1100 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  119.4     1313.8  Chosen kgemm
  119.4     1313.8  Generated kgemm
   40.7      447.4  kgemmNT
  104.9     1153.5  kgemmTN
   73.6      810.1  kgemvN
   85.8      943.5  kgemvT
   77.2      849.4  kger
  452.3     4975.7  N=1600 GEMM
