Clock_rate=1100 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   83.1      914.0  Chosen kgemm
   83.1      914.0  Generated kgemm
   21.8      240.2  kgemmNT
   21.2      233.1  kgemmTN
  132.8     1460.9  kgemvN
  176.3     1939.7  kgemvT
  182.3     2005.7  kger
  140.4     1544.1  N=1600 GEMM
