Clock_rate=1100 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  227.2     2499.2  Chosen kgemm
  227.2     2499.2  Generated kgemm
   76.9      846.3  kgemmNT
  100.7     1107.6  kgemmTN
   45.2      497.7  kgemvN
   86.5      952.0  kgemvT
   43.0      473.4  kger
  920.0    10120.3  N=1600 GEMM
