Clock_rate=1800 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  947.5    17054.5  Chosen kgemm
  254.1     4573.4  Generated kgemm
  259.0     4662.1  kgemmNT
  253.8     4567.7  kgemmTN
  761.7    13710.4  kgemvN
  774.5    13941.5  kgemvT
  440.6     7930.2  kger
 1145.2    20613.4  N=1600 GEMM
