Clock_rate=2800 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  293.9     8228.4  Chosen kgemm
   94.8     2655.6  Generated kgemm
   86.1     2412.1  kgemmNT
   90.9     2543.9  kgemmTN
   59.7     1671.0  kgemvN
   43.2     1210.7  kgemvT
   35.3      988.9  kger
  294.8     8253.7  N=1600 GEMM
