Clock_rate=2400 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  331.1     7947.0  Chosen kgemm
  180.2     4324.3  Generated kgemm
  146.5     3517.1  kgemmNT
  156.2     3747.7  kgemmTN
   53.5     1283.1  kgemvN
   60.1     1441.4  kgemvT
   36.8      884.0  kger
  319.6     7670.3  N=1600 GEMM
