Clock_rate=2400 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  667.9    16029.4  Chosen kgemm
  184.3     4422.6  Generated kgemm
  151.5     3636.0  kgemmNT
  167.2     4012.5  kgemmTN
   89.5     2148.7  kgemvN
   97.5     2340.7  kgemvT
   66.4     1592.6  kger
  630.0    15119.2  N=1600 GEMM
