Clock_rate=1350 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  169.1     2282.6  Chosen kgemm
  146.0     1971.2  Generated kgemm
  154.1     2080.9  kgemmNT
  145.3     1962.1  kgemmTN
   18.8      253.2  kgemvN
   29.7      401.1  kgemvT
   45.9      619.9  kger
  155.8     2103.4  N=1600 GEMM
