Clock_rate=1350 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  163.1     2201.4  Chosen kgemm
   74.0      998.8  Generated kgemm
  129.4     1746.3  kgemmNT
  127.7     1723.4  kgemmTN
    9.7      130.6  kgemvN
   40.4      544.9  kgemvT
   15.4      208.0  kger
  123.5     1667.9  N=1600 GEMM
