Clock_rate=1350 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  180.4     2435.4  Chosen kgemm
   76.4     1031.8  Generated kgemm
  115.6     1560.0  kgemmNT
  115.0     1552.4  kgemmTN
   18.6      250.8  kgemvN
    5.2       70.6  kgemvT
   14.6      196.5  kger
  155.2     2095.1  N=1600 GEMM
