Clock_rate=3300 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  240.9     7951.1  Chosen kgemm
  102.2     3372.2  Generated kgemm
  131.0     4323.5  kgemmNT
  130.9     4320.2  kgemmTN
   95.0     3134.5  kgemvN
   93.1     3070.7  kgemvT
   66.7     2201.8  kger
  327.4    10803.3  N=1600 GEMM
