Clock_rate=3300 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  996.1    32870.0  Chosen kgemm
  190.1     6273.2  Generated kgemm
  184.0     6071.9  kgemmNT
  190.9     6300.4  kgemmTN
  425.1    14027.3  kgemvN
  424.5    14007.1  kgemvT
  267.2     8818.4  kger
 1088.4    35916.8  N=1600 GEMM
