Clock_rate=2800 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  182.8     5118.3  Chosen kgemm
   90.0     2520.1  Generated kgemm
   71.9     2013.3  kgemmNT
   86.0     2407.6  kgemmTN
   35.5      993.8  kgemvN
   41.0     1149.2  kgemvT
   17.9      500.1  kger
  172.9     4840.3  N=1600 GEMM
