Clock_rate=2800 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  323.3     9053.4  Chosen kgemm
   91.0     2548.2  Generated kgemm
   77.8     2178.0  kgemmNT
   93.0     2604.0  kgemmTN
   96.5     2700.8  kgemvN
  111.0     3109.3  kgemvT
   59.0     1651.8  kger
  305.1     8542.2  N=1600 GEMM
