Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   79.4     1304.1  Chosen kgemm
   67.8     1113.1  Generated kgemm
   64.2     1055.1  kgemmNT
   59.7      981.1  kgemmTN
   24.7      406.2  kgemvN
   28.6      470.1  kgemvT
   23.0      377.8  kger
  136.5     1364.8  N=1600 GEMM
