Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   43.4      691.1  Chosen kgemm
   34.6      551.0  Generated kgemm
   39.8      633.5  kgemmNT
   32.2      512.2  kgemmTN
    4.6       74.0  kgemvN
    7.6      120.2  kgemvT
    4.9       78.3  kger
   75.2      752.2  N=1600 GEMM
