Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   81.1     1332.3  Chosen kgemm
   69.2     1137.5  Generated kgemm
   67.7     1112.6  kgemmNT
   68.8     1129.8  kgemmTN
    7.8      127.9  kgemvN
   15.0      247.2  kgemvT
    9.9      163.0  kger
  137.4     1374.2  N=1600 GEMM
