Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   48.0      763.4  Chosen kgemm
   36.1      574.3  Generated kgemm
   31.1      495.2  kgemmNT
   34.0      540.8  kgemmTN
   10.3      164.5  kgemvN
   11.3      179.6  kgemvT
    8.7      138.7  kger
   73.7      737.3  N=1600 GEMM
