Clock_rate=2320 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  182.3     4230.1  Chosen kgemm
  135.0     3131.4  Generated kgemm
  112.6     2613.3  kgemmNT
  133.7     3101.6  kgemmTN
   37.5      871.0  kgemvN
   45.0     1044.4  kgemvT
   27.2      631.2  kger
  168.1     3899.3  N=1600 GEMM
